"ID","Feature","Value","Source","Comment","Glottocode","PoS","Function","Level"
"GB331","Are there adjoined relative clauses?","?","Shiraliev (1971:1-407)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","clause"
"GB333","Is there a decimal numeral system?","1","Shiraliev (1971:72)","","Azerbaijani [azj] [nort2697].tsv","other","quantification","word"
"GB334","Is there synchronic evidence for any element of a quinary numeral system?","0","Shiraliev (1971:72)","","Azerbaijani [azj] [nort2697].tsv","other","quantification","word"
"GB335","Is there synchronic evidence for any element of a vigesimal numeral system?","0","Shiraliev (1971:72)","","Azerbaijani [azj] [nort2697].tsv","other","quantification","word"
"GB336","Is there a body-part tallying system?","0","Shiraliev (1971:72)","","Azerbaijani [azj] [nort2697].tsv","noun","quantification","word"
"GB400","Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?","0","Shiraliev (1971:1-407)","Not mentioned.","Azerbaijani [azj] [nort2697].tsv","verb","TAME","clause"
"GB401","Is there a class of patient-labile verbs?","0","Mehraliev (p.c. 2017)","","Azerbaijani [azj] [nort2697].tsv","verb","valency","clause"
"GB402","Does the verb for 'see' have suppletive verb forms?","0","Shiraliev (1971:1-407)","Not mentioned.","Azerbaijani [azj] [nort2697].tsv","verb","TAME+","word"
"GB403","Does the verb for 'come' have suppletive verb forms?","0","Shiraliev (1971:1-407)","Not mentioned.","Azerbaijani [azj] [nort2697].tsv","verb","TAME+","word"
"GB408","Is there any accusative alignment of flagging?","1","Shiraliev (1971:44); Shiraliev (1997:163)","","Azerbaijani [azj] [nort2697].tsv","multiple","argument marking (core)","clause"
"GB409","Is there any ergative alignment of flagging?","0","Shiraliev (1971:1-407)","Not mentioned.","Azerbaijani [azj] [nort2697].tsv","multiple","argument marking (core)","clause"
"GB410","Is there any neutral alignment of flagging?","1","Shiraliev (1971:44); Shiraliev (1997:163)","","Azerbaijani [azj] [nort2697].tsv","multiple","argument marking (core)","clause"
"GB415","Is there a politeness distinction in 2nd person forms?","0","Shiraliev (1971:79)","","Azerbaijani [azj] [nort2697].tsv","pronoun","deixis","word"
"GB421","Is there a preposed complementizer in complements of verbs of thinking and/or knowing?","?","Shiraliev (1971:1-407)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","clause"
"GB422","Is there a postposed complementizer in complements of verbs of thinking and/or knowing?","?","Shiraliev (1971:1-407)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","clause"
"GB430","Can adnominal possession be marked by a prefix on the possessor?","0","Shiraliev (1971:49-51); Shiraliev (1997:163-164)","","Azerbaijani [azj] [nort2697].tsv","multiple","possession","word"
"GB431","Can adnominal possession be marked by a prefix on the possessed noun?","0","Shiraliev (1971:49-51); Shiraliev (1997:163-164)","","Azerbaijani [azj] [nort2697].tsv","multiple","possession","word"
"GB432","Can adnominal possession be marked by a suffix on the possessor?","1","Shiraliev (1971:49-51); Shiraliev (1997:163-164)","","Azerbaijani [azj] [nort2697].tsv","multiple","possession","word"
"GB433","Can adnominal possession be marked by a suffix on the possessed noun?","1","Shiraliev (1971:49-51); Shiraliev (1997:163-164)","","Azerbaijani [azj] [nort2697].tsv","multiple","possession","word"
"GB519","Can mood be marked by a non-inflecting word (""auxiliary particle"")?","0","Shiraliev (1997:164-165)","","Azerbaijani [azj] [nort2697].tsv","particle","TAME","clause"
"GB520","Can aspect be marked by a non-inflecting word (""auxiliary particle"")?","0","Shiraliev (1997:164)","","Azerbaijani [azj] [nort2697].tsv","particle","TAME","clause"
"GB521","Can tense be marked by a non-inflecting word (""auxiliary particle"")?","0","Shiraliev (1971:105-106); Shiraliev (1997:165)","","Azerbaijani [azj] [nort2697].tsv","particle","TAME","clause"
"GB522","Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferrable from context (""pro-drop"" or ""null anaphora"")?","1","Mehraliev (p.c. 2017)","","Azerbaijani [azj] [nort2697].tsv","not assignable","argument marking (core)","clause"
"TE003","Is there palatal vowel harmony?","1","Shiraliev (1971:27-28); Shiraliev (1997:162)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TE004","Is there tongue root vowel harmony?","0","Shiraliev (1997:162)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TE005","Is there an initial velar nasal?","0","Shiraliev (1997:161)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TE006","Is there an initial r-?","0","Shiraliev (1971:26)","only in borrowings","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TE007","Are there initial consonant clusters in native words?","0","Shiraliev (1971:27); Shiraliev (1997:162)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TE008","Is there a voicing distinction in stops?","1","Shiraliev (1971:20-23)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TE018","Is there a mi-ti opposition in 1 vs. 2 SG personal pronouns?","1","Shiraliev (1971:79)","","Azerbaijani [azj] [nort2697].tsv","pronoun","phonological distinctiveness","phonological shape"
"TE019","Is the secondary oblique stem of personal pronouns formed with a dental nasal?","1","Shiraliev (1971:80)","","Azerbaijani [azj] [nort2697].tsv","pronoun","phonological distinctiveness","phonological shape"
"TE027","Can 1PL marker be augmented by a collective plural marker?","1","Shiraliev (1971:79)","","Azerbaijani [azj] [nort2697].tsv","pronoun","deixis","word"
"TE031","Is there a non-initial velar nasal?","0","Shiraliev (1997:161)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TE037","Is there a voicing distinction in fricatives?","1","Shiraliev (1971:22-24)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TE038","Are there two separate liquid phonemes (r/l)?","1","Shiraliev (1971:26)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TE039","Is there vowel length distinction?","0","Shiraliev (1971:7); Shiraliev (1997:162)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TE050","Do cardinal numerals require agreement on noun phrases?","0","Shiraliev (1971:71)","","Azerbaijani [azj] [nort2697].tsv","noun","number","NP"
"TE052","Are accusative-marked objects specific while unmarked objects are non-specific?","1","Shiraliev (1971:44); Shiraliev (1997:163)","","Azerbaijani [azj] [nort2697].tsv","multiple","argument marking (core)","word"
"TE053","Are recipient and location expressed by the same marker?","0","Shiraliev (1971:45-48)","","Azerbaijani [azj] [nort2697].tsv","multiple","argument marking (non-core)","word"
"TE054","Is there a distinction between marking of interrogation in polar and content questions?","1","Mehraliev (p.c. 2017)","","Azerbaijani [azj] [nort2697].tsv","multiple","interrogation","clause"
"TE059","Are causative and passive expressed by a formally identical marker?","0","Shiraliev (1971:106-109); Shiraliev (1997:164)","","Azerbaijani [azj] [nort2697].tsv","verb","valency","word"
"TE066","Is imperative form for 2SG identical to bare verb root?","1","Shiraliev (1971:114); Shiraliev (1997:164)","","Azerbaijani [azj] [nort2697].tsv","verb","TAME","word"
"TE078","Are there three laryngeal contrasts for stops?","0","Shiraliev (1971:1-407)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TS001","Can numeral precede the noun?","1","Shiraliev (1971:226, 229)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","NP"
"TS002","Can numeral follow the noun?","0","Shiraliev (1971:226, 229)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","NP"
"TS003","Can demonstrative precede the noun?","1","Shiraliev (1971:226)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","NP"
"TS004","Can demonstrative follow the noun?","0","Shiraliev (1971:226)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","NP"
"TS005","Can adnominal possessor precede the possessed noun?","1","Shiraliev (1971:49-51); Shiraliev (1997:163-164)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","NP"
"TS006","Can adnominal possessor follow the possessed noun?","1","Shiraliev (1971:49-51); Shiraliev (1997:163-164)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","NP"
"TS007","Can adnominal property word precede the noun?","1","Shiraliev (1971:226)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","NP"
"TS008","Can adnominal property word follow the noun?","0","Shiraliev (1971:226)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","NP"
"TS009","Can adnominal collective universal quantifier (‘all’) precede the noun?","1","Shiraliev (1971:88-93)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","NP"
"TS010","Can adnominal collective universal quantifier (‘all’) follow the noun?","0","Shiraliev (1971:88-93)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","NP"
"TS079","Is there height vowel harmony?","0","Shiraliev (1971:1-407)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TS080","Is there labial vowel harmony?","1","Shiraliev (1971:1-407)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"TS086","Is the pragmatically unmarked order of SV in intransitive clauses?","1","Shiraliev (1997:169)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","clause"
"TS087","Is the pragmatically unmarked order of VS in intransitive clauses?","0","Shiraliev (1997:169)","","Azerbaijani [azj] [nort2697].tsv","not assignable","word order","clause"
"TS088","Is there an aspiration distinction in stops?","0","Shiraliev (1971:20-23)","","Azerbaijani [azj] [nort2697].tsv","not assignable","phonological distinctiveness","phonological shape"
"GB020","Are there definite or specific articles?","0","Poppe (1964:1-100)","","Bashkir [bak] [bash1264].tsv","article","deixis","NP"
"GB021","Do indefinite nominals commonly have indefinite articles?","0","Poppe (1964:1-100)","","Bashkir [bak] [bash1264].tsv","article","deixis","NP"
"GB022","Are there prenominal articles?","0","Poppe (1964:1-100)","","Bashkir [bak] [bash1264].tsv","article","deixis","NP"
"GB023","Are there postnominal articles?","0","Poppe (1964:1-100)","","Bashkir [bak] [bash1264].tsv","article","deixis","NP"
"GB026","Can adnominal property words occur discontinuously?","?","Gisbert Fanselow (p.c. 2017)","may be possible","Bashkir [bak] [bash1264].tsv","not assignable","word order","NP"
"GB027","Are nominal conjunction and comitative expressed by different elements?","1","Yuldashev (1981:352)","","Bashkir [bak] [bash1264].tsv","multiple","argument marking (non-core)","NP"
"GB028","Is there an inclusive/exclusive distinction?","0","Yuldashev (1981:134)","","Bashkir [bak] [bash1264].tsv","pronoun","deixis","word"
"GB030","Is there a gender distinction in independent 3rd person pronouns?","0","Yuldashev (1981:134)","","Bashkir [bak] [bash1264].tsv","pronoun","deixis","word"
"GB031","Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?","0","Yuldashev (1997: 211); Yuldashev (1981:134)","","Bashkir [bak] [bash1264].tsv","pronoun","deixis","word"
"GB035","Are there three or more distance contrasts in demonstratives?","0","Poppe (1964:43)","","Bashkir [bak] [bash1264].tsv","demonstrative","deixis","word"
"GB036","Do demonstratives show an elevation distinction?","0","Poppe (1964:43)","","Bashkir [bak] [bash1264].tsv","demonstrative","deixis","word"
"GB037","Do demonstratives show a visible-nonvisible distinction?","0","Poppe (1964:43)","","Bashkir [bak] [bash1264].tsv","demonstrative","deixis","word"
"GB038","Are there demonstrative classifiers?","0","Poppe (1964:1-100)","","Bashkir [bak] [bash1264].tsv","noun","deixis","word"
"GB039","Is there nonphonological allomorphy of noun number markers?","0","Poppe (1964:33); Yuldashev (1997: 211); Yuldashev (1981:117-120)","There is only phonological allomorphy.","Bashkir [bak] [bash1264].tsv","noun","number","word"
"GB041","Are there several nouns (more than three) which are suppletive for number?","0","Yuldashev (1997: 211); Yuldashev (1981:117-120)","","Bashkir [bak] [bash1264].tsv","noun","number","word"
"GB042","Is there productive overt morphological singular marking on nouns?","0","Yuldashev (1997: 211); Yuldashev (1981:117-120)","","Bashkir [bak] [bash1264].tsv","noun","number","word"
